"Inspection","Permit_ID","Date","Time","Inspection_Type","Critical_Violations","Non_Critical_Violations","Critical_Violations_Corrected_On_Site","Critical_Violations_To_Be_Resolved","Non_Critical_Violations_Corrected_On_Site","Non_Critical_Violations_To_Be_Resolved"
205424,6389,"2014-08-15","11:30","Routine","4","0","0","0","0","0"
205425,1660,"2014-08-11","13:30","Routine","2","0","0","0","0","0"
205426,6195,"2014-08-12","11:30","Routine","0","1","0","0","0","0"
205428,1404,"2014-08-14","09:30","Follow-up","0","0","0","0","0","0"
205430,2833,"2014-08-14","10:30","Follow-up","0","0","0","0","0","0"
205431,4423,"2014-08-15","10:10","Follow-up","0","3","0","0","3","0"
205434,2727,"2014-08-15","11:00","Routine","0","1","0","0","0","0"
205436,4380,"2014-08-15","11:00","Follow-up","2","2","0","2","1","0"
205441,4348,"2014-08-15","13:45","Follow-up","0","0","0","0","0","0"
205442,137297,"2014-08-15","13:30","Routine","2","2","2","0","2","0"
205443,172395,"2014-08-15","13:34","Routine","0","0","0","0","0","0"
205446,5433,"2014-08-15","24:45","Routine","7","5","4","0","0","0"
205447,4799,"2014-08-14","11:10","Follow-up","1","2","1","1","0","1"
205448,1403,"2014-08-15","13:00","Routine","2","0","0","0","0","0"
205450,1207,"2014-08-14","14:00","Follow-up","0","0","0","0","0","0"
205451,5831,"2014-08-15","14:50","Routine","2","0","1","0","0","0"
205452,172748,"2014-08-15","15:00","Preoperational","1","1","0","0","0","0"
205454,1903,"2014-08-15","23:20","Routine","4","4","1","0","0","0"
205456,4292,"2014-08-15","24:05","Complaint","6","0","1","0","0","0"
205457,172757,"2014-08-15","11:20","new ownership","1","0","1","0","0","0"
205458,3863,"2014-08-14","16:20","Routine","0","3","0","0","3","0"
205459,6572,"2014-08-14","16:40","Complaint","2","3","1","0","2","0"
205463,3861,"2014-08-12","13:21","Routine","0","0","0","0","0","0"
205466,5267,"2014-08-18","13:30","Routine","6","3","1","0","0","0"
205468,3048,"2014-08-15","10:00","Routine","2","2","0","0","0","0"
205469,1493,"2014-08-15","11:25","Routine","4","3","2","0","2","0"
205470,5442,"2014-08-15","11:00","Routine","3","0","0","0","0","0"
205471,2488,"2014-08-15","09:45","Routine","2","10","2","0","1","0"
205473,7227,"2014-08-18","10:07","Routine","8","11","6","0","6","0"
205475,4288,"2014-08-18","10:00","Follow-up","4","0","1","3","0","0"
205476,148231,"2014-08-18","10:30","Routine","0","4","0","0","1","0"
205477,147679,"2014-08-18","10:30","Routine","9","5","6","0","1","0"
205479,172574,"2014-08-18","11:25","Follow-up","1","1","0","1","0","1"
205480,147403,"2014-08-18","13:10","Routine","9","14","4","0","5","0"
205481,5226,"2014-08-18","24:19","Routine","3","1","0","0","0","0"
205482,147410,"2014-08-18","13:00","Follow-up","1","1","1","0","1","0"
205488,1817,"2014-08-14","11:15","Follow-up","4","1","0","1","0","0"
205489,6589,"2014-08-11","15:00","Routine","0","0","0","0","0","0"
205490,147982,"2014-08-18","10:05","Routine","7","5","2","0","0","0"
205492,6151,"2014-08-18","10:35","Routine","0","0","0","0","0","0"
205493,4595,"2014-08-18","14:13","Routine","2","4","0","0","2","0"
205495,172485,"2014-08-12","15:00","Complaint","0","0","0","0","0","0"
205496,1519,"2014-08-14","14:35","Follow-up","2","1","0","0","0","0"
205499,172723,"2014-08-18","14:45","Follow-up","0","0","0","0","0","0"
205500,3295,"2014-08-18","13:30","Routine","2","5","2","0","1","0"
205501,1670,"2014-08-18","24:45","Routine","1","4","1","0","1","0"
205503,3388,"2014-08-18","13:00","Complaint","5","6","1","0","1","0"
205504,5936,"2014-08-18","14:15","Follow-up","0","0","0","0","0","0"
205507,5585,"2014-08-18","10:35","Routine","2","5","2","0","2","0"
205508,4527,"2014-08-18","13:04","Routine","2","4","0","2","2","2"
205510,1516,"2014-08-13","11:45","Routine","2","4","0","0","0","0"
205511,147919,"2014-08-18","14:40","Follow-up","1","0","0","1","0","0"
205512,4647,"2014-08-18","14:24","Routine","3","2","1","2","0","2"
205513,5245,"2014-08-13","13:05","Routine","4","2","1","0","0","0"
205514,4185,"2014-08-18","13:25","Routine","3","2","0","0","0","0"
205516,1305,"2014-08-18","10:00","Routine","4","3","4","0","0","0"
205517,1587,"2014-08-18","11:15","Routine","2","3","2","0","1","0"
205519,147973,"2014-08-19","09:45","Complaint","0","3","0","0","0","0"
205522,147238,"2014-08-19","10:25","Routine","2","4","2","0","0","0"
205523,5475,"2014-08-19","09:45","Routine","10","15","5","0","9","0"
205525,4502,"2014-08-19","24:05","Routine","10","9","6","1","1","0"
205531,1362,"2014-08-19","14:32","Routine","5","1","2","0","0","0"
205534,148225,"2014-08-19","10:19","Routine","5","3","2","0","1","0"
205537,172768,"2014-08-19","14:15","Preoperational","1","2","1","0","0","0"
205544,1743,"2014-08-19","10:15","Follow-up","4","1","1","0","0","0"
205547,4125,"2014-08-19","10:45","Routine","7","4","2","0","1","0"
205548,147713,"2014-08-19","13:25","Routine","6","6","2","0","0","0"
205551,172767,"2014-08-18","15:13","OWNERSHIP CHANGE","1","1","0","0","0","0"
205554,1337,"2014-08-19","11:30","Follow-up","0","0","0","0","0","0"
205557,1338,"2014-08-19","11:55","Follow-up","0","0","0","0","0","0"
205558,1240,"2014-08-19","14:00","Routine","6","3","1","0","0","0"
205559,1675,"2014-08-20","11:45","Follow-up","4","1","4","0","0","0"
205560,172744,"2014-08-19","13:40","Follow-up","0","0","0","0","0","0"
205561,1662,"2014-08-19","24:55","Routine","5","9","4","0","2","0"
205563,1287,"2014-08-18","10:50","Routine","7","8","2","0","1","0"
205564,1373,"2014-08-20","09:40","Follow-up","0","0","0","0","0","0"
205567,5226,"2014-08-20","10:25","Follow-up","1","0","0","1","0","0"
205568,4599,"2014-08-20","10:30","Complaint","5","3","5","0","1","0"
205569,3504,"2014-08-20","10:15","Routine","1","1","1","0","0","0"
205570,5650,"2014-08-20","11:05","Follow-up","2","2","0","0","1","1"
205571,1749,"2014-08-20","10:30","Routine","4","2","2","0","2","0"
205573,5433,"2014-08-20","24:32","Follow-up","2","1","2","0","0","0"
205576,3458,"2014-08-20","13:15","Routine","4","12","4","0","6","0"
205577,147504,"2014-08-20","14:00","Complaint","0","2","0","0","0","0"
205579,147691,"2014-08-20","24:55","Routine","15","25","4","0","6","0"
205582,3454,"2014-08-20","14:50","Routine","2","2","1","0","1","0"
205584,6195,"2014-08-19","11:35","Follow-up","0","0","0","0","0","0"
205586,4057,"2014-08-20","10:10","Follow-up","0","0","0","0","0","0"
205587,1494,"2014-08-20","11:00","Routine","16","18","0","0","0","0"
205589,1417,"2014-08-19","24:30","Follow-up","0","0","0","0","0","0"
205590,147339,"2014-08-20","10:35","Routine","10","2","5","0","0","0"
205591,2673,"2014-08-18","13:10","Routine","1","0","1","0","0","0"
205592,1389,"2014-08-15","13:05","Routine","3","2","0","0","1","0"
205593,147559,"2014-08-20","23:29","Routine","9","18","4","0","5","0"
205600,6174,"2014-08-18","24:25","Follow-up","4","0","0","0","0","0"
205602,3510,"2014-08-19","13:00","Follow-up","0","0","0","0","0","0"
205604,147671,"2014-08-15","11:20","Routine","4","3","0","0","0","0"
205605,1660,"2014-08-19","14:00","Follow-up","0","0","0","0","0","0"
205606,2675,"2014-08-18","14:15","Routine","5","1","0","0","0","0"
205608,5498,"2014-08-21","10:45","Follow-up","0","0","0","0","0","0"
205610,147602,"2014-08-21","10:20","Follow-up","1","2","1","0","1","0"
205611,1495,"2014-08-21","10:30","Routine","2","10","2","0","6","0"
205613,5053,"2014-08-21","10:55","Routine","1","2","1","0","2","0"
205614,2859,"2014-08-21","11:40","Follow-up","0","0","0","0","0","0"
205615,3318,"2014-08-21","11:30","Routine","1","1","0","0","0","0"
205616,2043,"2014-08-21","11:40","Follow-up","4","1","1","0","0","0"
205617,2567,"2014-08-21","10:45","Routine","2","11","0","0","0","0"
205619,3816,"2014-08-21","24:19","Follow-up","0","0","0","0","0","0"
205620,6389,"2014-08-21","24:45","Follow-up","2","1","1","2","1","0"
205622,4373,"2014-08-21","14:00","Follow-up","0","1","0","0","1","0"
205623,2058,"2014-08-21","13:53","Routine","4","0","1","0","0","0"
205624,3303,"2014-08-21","13:45","Routine","1","1","1","0","1","0"
205625,7097,"2014-08-21","13:39","Routine","0","0","0","0","0","0"
205626,1181,"2014-08-20","11:48","Follow-up","3","0","3","2","0","0"
205628,6605,"2014-08-21","13:45","Routine","6","5","4","0","1","0"
205629,1732,"2014-08-21","10:00","Complaint","1","3","0","0","1","0"
205630,1624,"2014-08-21","15:05","Follow-up","0","0","0","0","0","0"
205631,972,"2014-08-21","13:20","Complaint","2","1","0","2","0","1"
205634,4536,"2014-08-21","14:00","Routine","3","3","3","0","2","0"
205635,147357,"2014-08-21","13:05","Routine","1","5","0","0","3","0"
205637,5447,"2014-08-21","13:55","Routine","12","6","0","0","0","0"
205645,4376,"2014-08-21","10:45","Routine","1","4","1","0","0","0"
205647,4436,"2014-08-22","10:15","Follow-up","1","1","1","0","0","0"
205648,2521,"2014-08-22","09:50","Routine","2","4","0","0","0","0"
205649,1494,"2014-08-22","10:20","Restoration","0","0","0","0","0","0"
205652,1403,"2014-08-22","24:40","Follow-up","1","1","0","0","0","0"
205654,757,"2014-08-22","11:00","Follow-up","0","0","0","0","0","0"
205655,7005,"2014-08-22","11:15","Routine","3","6","1","0","2","0"
205657,147671,"2014-08-22","13:45","Follow-up","0","1","0","0","1","0"
205659,172756,"2014-08-22","14:41","Preoperational","1","0","1","0","0","0"
205660,2735,"2014-08-22","14:00","Routine","4","7","2","0","1","0"
205662,2443,"2014-08-22","11:30","Routine","4","6","2","0","0","0"
205665,862,"2014-08-22","09:30","Follow-up","8","7","0","0","0","0"
205666,148058,"2014-08-20","24:00","Routine","2","1","1","0","0","0"
205667,2877,"2014-08-20","10:30","Routine","3","5","0","0","0","0"
205668,1519,"2014-08-25","11:30","Follow-up","0","1","0","0","1","0"
205669,148174,"2014-08-22","10:45","Routine","3","2","0","0","0","0"
205671,4595,"2014-08-25","10:22","Follow-up","1","0","0","0","0","0"
205674,1732,"2014-08-25","10:00","Follow-up","2","2","2","1","0","0"
205675,1732,"2014-08-25","10:00","Follow-up","0","0","0","0","0","0"
205676,1732,"2014-08-25","10:00","Follow-up","0","0","0","0","0","0"
205677,148225,"2014-08-25","11:00","Follow-up","1","0","1","1","0","0"
205678,1743,"2014-08-25","10:30","Follow-up","1","2","0","0","1","0"
205679,147814,"2014-08-25","11:36","Routine","4","2","2","0","2","0"
205680,1720,"2014-08-25","11:10","Routine","1","4","1","0","0","0"
205681,5454,"2014-08-25","10:30","Routine","4","7","4","0","1","0"
205682,1675,"2014-08-25","24:10","Follow-up","0","0","0","0","0","0"
205686,5515,"2014-08-25","24:15","Routine","4","4","0","0","0","0"
205687,2295,"2014-08-25","13:00","Routine","2","1","2","0","0","0"
205688,147578,"2014-08-25","24:40","Routine","5","6","2","0","0","0"
205689,1749,"2014-08-25","13:20","Follow-up","2","0","2","0","0","0"
205690,1924,"2014-08-25","14:00","Routine","2","6","2","0","0","0"
205691,148226,"2014-08-25","13:25","Routine","6","9","5","0","5","0"
205692,6447,"2014-08-25","13:30","Routine","0","2","0","0","2","0"
205696,5655,"2014-08-25","13:53","Routine","0","2","0","0","0","0"
205697,2330,"2014-08-25","14:30","Follow-up","1","0","0","1","0","0"
205698,1362,"2014-08-25","14:40","Follow-up","2","1","2","0","1","0"
205701,2350,"2014-08-25","14:05","Routine","5","5","1","0","0","0"
205705,2971,"2014-08-22","10:30","Routine","5","3","1","0","1","0"
205708,4077,"2014-08-25","10:30","Routine","11","7","8","0","1","0"
205717,147298,"2014-08-25","14:55","Routine","2","0","0","0","0","0"
205721,4502,"2014-08-26","09:25","Follow-up","2","0","2","2","0","0"
205722,2606,"2014-08-26","10:00","Routine","2","4","0","0","0","0"
205723,172788,"2014-08-26","10:23","Routine","3","14","1","0","5","0"
205724,3760,"2014-08-26","10:24","Routine","4","4","1","0","0","0"
205725,5879,"2014-08-26","10:50","Routine","7","6","4","0","2","0"
205726,2559,"2014-08-26","24:01","Routine","4","5","0","0","1","0"
205727,2849,"2014-08-26","11:25","Routine","1","3","1","0","0","0"
205731,147357,"2014-08-26","24:28","Follow-up","0","0","0","0","0","0"
205732,4101,"2014-08-26","24:45","Routine","0","1","0","0","0","0"
205733,1826,"2014-08-26","10:15","Complaint","3","12","1","0","2","0"
205734,3761,"2014-08-26","11:52","Routine","8","11","3","0","0","0"
205735,6174,"2014-08-26","24:30","Follow-up","0","0","0","0","0","0"
205736,6931,"2014-08-26","13:05","Routine","2","12","1","0","2","0"
205737,1817,"2014-08-26","10:00","Follow-up","0","0","0","0","0","0"
205738,1662,"2014-08-26","24:30","Follow-up","0","1","0","0","0","0"
205742,5261,"2014-08-26","13:25","Routine","3","5","0","0","2","0"
205743,4104,"2014-08-26","10:00","Routine","5","7","1","0","3","0"
205747,5685,"2014-08-26","10:40","Follow-up","1","0","1","0","0","0"
205748,6379,"2014-08-26","11:40","Follow-up","2","0","2","0","0","0"
205752,4527,"2014-08-26","01:29","Follow-up","0","0","0","0","0","0"
205753,3605,"2014-08-26","11:00","Routine","2","1","2","0","1","0"
205754,4216,"2014-08-26","14:15","Follow-up","0","0","0","0","0","0"
205755,4647,"2014-08-27","14:10","Follow-up","0","1","0","0","0","1"
205759,1179,"2014-08-27","09:40","Complaint","1","2","1","0","1","0"
205761,4288,"2014-08-27","10:13","Follow-up","0","1","0","0","1","0"
205764,172574,"2014-08-27","11:20","Follow-up","2","2","2","2","0","0"
205766,47238,"2014-08-27","11:20","Complaint","1","2","1","0","1","0"
205769,147625,"2014-08-27","13:04","Routine","7","8","6","0","3","0"
205770,1493,"2014-08-27","11:10","Follow-up","1","0","0","0","0","0"
205772,1896,"2014-08-27","13:50","Routine","8","3","5","0","0","0"
205774,1337,"2014-08-27","10:30","Follow-up","0","0","0","0","0","0"
205775,147888,"2014-08-27","11:45","Routine","11","3","6","0","0","0"
205778,5447,"2014-08-27","10:30","RESTORATION","1","0","1","0","0","0"
205779,4122,"2014-08-27","13:45","Follow-up","3","0","3","0","0","0"
205780,4591,"2014-08-27","24:10","Routine","4","2","0","1","1","0"
205783,4102,"2014-08-28","14:33","Routine","1","1","0","0","1","0"
205786,2735,"2014-08-28","10:15","RESTORATION","0","1","0","0","0","0"
205789,2058,"2014-08-28","10:25","Follow-up","2","0","2","0","0","0"
205791,1269,"2014-08-28","10:20","Routine","6","9","2","0","0","0"
205793,147481,"2014-08-28","24:00","Routine","0","7","0","0","1","0"
205794,3118,"2014-08-28","24:00","Complaint","2","2","2","0","1","0"
205795,1240,"2014-08-28","11:45","Follow-up","1","0","1","0","0","0"
205797,4834,"2014-08-28","11:30","Complaint","12","11","7","0","2","0"
205798,172545,"2014-08-28","13:10","Complaint","2","5","0","0","3","0"
205799,7005,"2014-08-28","13:20","Follow-up","1","0","1","0","0","0"
205800,2221,"2014-08-28","13:00","Routine","0","6","0","0","1","0"
205802,172780,"2014-08-25","24:50","Preoperational","0","1","0","0","0","0"
205803,2443,"2014-08-28","14:20","Follow-up","2","1","1","0","0","0"
205804,172800,"2014-08-25","10:25","Follow-up","0","2","0","0","0","0"
205806,6528,"2014-08-26","24:25","Routine","1","4","1","0","2","0"
205807,172800,"2014-08-19","09:30","Preoperational","0","5","0","0","0","0"
205808,2521,"2014-08-28","15:39","Follow-up","1","0","0","0","0","0"
205809,1624,"2014-08-28","11:45","Complaint","2","3","0","0","0","0"
205810,4129,"2014-08-28","24:30","Complaint","1","3","0","1","0","3"
205812,172240,"2014-08-26","13:35","Routine","1","1","1","0","1","0"
205814,4376,"2014-08-28","10:45","Complaint","3","4","0","0","1","0"
205815,2718,"2014-08-28","11:05","Routine","6","5","1","0","0","0"
205817,147839,"2014-08-27","14:15","Follow-up","3","3","0","0","0","0"
205818,4216,"2014-08-29","24:30","Complaint","7","4","3","0","0","0"
205820,4200,"2014-08-28","14:15","Follow-up","2","1","2","0","0","0"
205821,137272,"2014-08-21","11:35","Complaint","5","3","1","0","0","0"
205823,3866,"2014-08-29","10:15","Complaint","1","2","0","0","0","0"
205824,5785,"2014-08-29","10:30","Routine","3","3","1","0","1","0"
205826,5292,"2014-08-29","10:30","Routine","3","5","0","0","0","0"
205827,1026,"2014-08-28","14:45","Routine","1","5","0","0","1","0"
205828,4380,"2014-08-29","10:50","Follow-up","1","2","1","0","2","0"
205831,1207,"2014-08-20","11:35","Complaint","2","2","0","0","0","0"
205835,101240,"2014-08-29","11:36","Routine","1","7","1","0","2","0"
205837,1257,"2014-08-29","10:45","Complaint","3","6","1","0","3","0"
205838,2350,"2014-08-29","24:30","Follow-up","3","2","1","0","0","0"
205839,5475,"2014-08-29","24:21","Follow-up","9","1","0","4","0","0"
205840,3706,"2014-08-29","10:45","Routine","4","5","0","4","2","3"
205844,2718,"2014-08-30","10:17","Follow-up","2","4","0","1","0","0"
205846,147652,"2014-08-26","16:17","Routine","1","2","0","0","2","0"
205849,5475,"2014-08-31","11:10","Restoration","0","0","0","0","0","0"
205851,4385,"2014-08-29","24:00","Routine","6","1","2","0","0","0"
205852,2676,"2014-08-18","11:55","Routine","4","3","1","0","0","0"
205854,6378,"2014-09-02","10:10","Routine","2","5","0","0","3","0"
205855,172606,"2014-09-02","09:45","Complaint","1","3","1","0","2","0"
205858,4091,"2014-09-02","11:00","Complaint","0","1","0","0","1","0"
205860,855,"2014-09-02","24:16","Routine","2","3","1","0","2","0"
205861,2718,"2014-09-02","13:00","Restoration","0","1","0","0","0","0"
205862,4595,"2014-09-02","13:32","Follow-up","1","0","0","1","0","0"
205863,1516,"2014-09-02","13:45","Follow-up","0","0","0","0","0","0"
205864,148226,"2014-09-02","13:57","Follow-up","1","0","0","0","0","0"
205866,4443,"2014-09-02","24:45","Routine","3","12","0","0","0","0"
205870,5245,"2014-09-02","14:20","Follow-up","3","1","3","2","0","0"
205880,1874,"2014-09-02","14:25","Routine","2","3","2","0","1","0"
205882,172793,"2014-09-02","13:20","Preoperational","2","0","0","2","0","0"
205883,147982,"2014-09-02","13:14","Follow-up","3","0","3","2","0","0"
205884,809,"2014-09-02","13:15","Routine","7","7","3","0","1","0"
205887,6946,"2014-08-21","14:20","Follow-up","1","2","1","0","0","0"
205891,148196,"2014-08-20","24:00","Complaint","6","0","1","0","0","0"
205892,3799,"2014-08-29","11:30","Routine","2","2","0","0","0","0"
205896,172804,"2014-09-03","11:01","Routine","5","20","3","0","5","0"
205897,147252,"2014-09-03","10:09","Routine","3","8","0","0","2","0"
205899,1624,"2014-09-03","11:05","Follow-up","0","1","0","0","0","1"
205901,1403,"2014-09-03","24:00","Follow-up","1","0","1","1","0","0"
205902,4114,"2014-09-03","11:50","Routine","3","4","0","0","0","0"
205903,3971,"2014-09-03","11:45","Routine","1","4","1","0","0","0"
205904,1903,"2014-09-03","24:15","Follow-up","0","1","0","0","0","0"
205905,3761,"2014-09-03","24:24","Follow-up","0","1","0","0","0","0"
205906,2877,"2014-09-03","13:30","Follow-up","2","1","2","2","0","0"
205907,4591,"2014-09-03","13:45","Follow-up","4","0","1","4","0","0"
205909,3760,"2014-09-03","14:05","Follow-up","2","0","0","2","0","0"
205912,172806,"2014-09-03","10:45","Preoperational","1","2","0","0","0","0"
205913,1329,"2014-09-03","14:25","Routine","4","6","1","0","0","0"
205915,147575,"2014-09-03","09:55","Follow-up","1","0","0","1","0","0"
205916,862,"2014-09-03","24:00","Restoration","2","3","2","0","0","0"
205917,5261,"2014-09-03","11:05","Follow-up","0","0","0","0","0","0"
205923,5625,"2014-09-03","13:35","Follow-up","5","0","5","0","0","0"
205924,4133,"2014-09-03","23:55","Follow-up","4","0","4","0","0","0"
205925,147575,"2014-08-18","10:46","Routine","11","14","6","0","4","0"
205926,1287,"2014-09-03","10:00","Follow-up","2","2","2","2","1","1"
205927,147575,"2014-08-25","11:50","Follow-up","6","1","1","3","0","0"
205931,5879,"2014-09-04","10:00","Follow-up","0","0","0","0","0","0"
205932,2971,"2014-09-04","10:00","Follow-up","1","0","0","0","0","0"
205933,4104,"2014-09-04","10:20","Follow-up","0","0","0","0","0","0"
205937,147625,"2014-09-04","10:50","Follow-up","1","0","1","1","0","0"
205938,147814,"2014-09-04","11:30","Follow-up","1","0","1","0","0","0"
205940,1199,"2014-09-04","10:21","Routine","5","2","3","0","0","0"
205941,4760,"2014-09-04","23:20","Complaint","2","5","0","0","0","0"
205948,5515,"2014-09-04","13:03","Follow-up","1","0","1","1","0","0"
205949,3388,"2014-09-04","13:25","Follow-up","1","1","1","0","1","0"
205950,6564,"2014-09-04","13:20","Routine","1","4","1","0","1","0"
205951,172793,"2014-09-04","10:20","Follow-up","0","0","0","0","0","0"
205952,147494,"2014-09-04","24:50","Routine","3","7","3","0","3","0"
205953,5137,"2014-09-04","13:45","Routine","1","1","0","0","0","0"
205954,5292,"2014-09-04","14:22","Follow-up","1","0","1","0","0","0"
205955,1257,"2014-09-04","13:15","Follow-up","0","3","0","0","1","1"
205962,6592,"2014-09-04","13:45","Routine","1","0","1","0","0","0"
205964,4591,"2014-09-04","14:10","Follow-up","0","0","0","0","0","0"
205968,1550,"2014-08-21","13:45","Routine","2","3","1","0","0","0"
205970,4210,"2014-09-04","24:05","Follow-up","5","0","5","0","0","0"
205971,2373,"2014-08-22","13:00","Routine","0","2","0","0","2","0"
205972,4185,"2014-09-04","10:35","Follow-up","3","0","3","0","0","0"
205973,101240,"2014-09-05","09:00","Follow-up","0","1","0","0","0","0"
205976,5785,"2014-09-05","09:33","Follow-up","1","1","1","1","0","0"
205984,4599,"2014-09-05","10:20","Complaint","10","11","5","0","3","0"
205985,1080,"2014-09-05","11:42","Complaint","1","3","1","0","1","0"
205986,972,"2014-09-05","11:25","Follow-up","2","1","1","1","0","0"
205987,4125,"2014-09-05","11:20","Follow-up","2","1","1","0","0","0"
205988,4989,"2014-09-05","11:30","Routine","1","1","1","0","0","0"
205993,6493,"2014-08-25","13:30","Complaint","0","0","0","0","0","0"
205994,172791,"2014-09-05","13:58","Preoperational","1","1","1","0","1","0"
205995,6576,"2014-09-05","13:30","Routine","2","2","0","0","0","0"
205996,137269,"2014-09-05","13:20","Routine","4","5","1","0","0","0"
205998,3375,"2014-09-05","14:00","Routine","2","4","1","0","3","0"
206001,6591,"2014-09-05","15:30","Follow-up","0","0","0","0","0","0"
206005,148196,"2014-09-05","10:30","Complaint","5","10","2","0","1","0"
206011,4599,"2014-09-08","06:28","Follow-up","0","0","0","0","0","0"
206018,3408,"2014-09-08","10:02","Routine","8","12","0","0","0","0"
206030,148196,"2014-09-08","10:00","Restoration","1","0","0","0","0","0"
206037,148196,"2014-09-09","09:30","Restoration","0","0","0","0","0","0"
206039,148226,"2014-09-09","09:45","Follow-up","0","0","0","0","0","0"
206045,172814,"2014-09-09","10:35","License Renewal","3","2","2","0","0","0"
206048,2649,"2014-09-09","11:30","Routine","2","2","0","0","1","0"
206049,7160,"2014-09-09","11:10","Routine","3","4","1","0","2","0"
206050,2239,"2014-09-09","11:45","Follow-up","0","0","0","0","0","0"
206051,147971,"2014-09-09","10:20","Routine","7","4","1","0","0","0"
206053,2732,"2014-09-09","10:30","Routine","4","4","2","0","1","0"
206054,7227,"2014-09-09","24:15","Follow-up","0","0","0","0","0","0"
206057,6464,"2014-09-09","24:50","Follow-up","1","0","1","1","0","0"
206063,2559,"2014-09-09","13:45","Follow-up","0","1","0","0","0","0"
206066,147252,"2014-09-09","14:00","Follow-up","2","0","2","1","0","0"
206067,1826,"2014-09-09","13:15","Follow-up","0","3","0","0","0","0"
206069,2734,"2014-09-09","14:00","Routine","1","4","1","0","1","0"
206071,4114,"2014-09-09","10:20","Follow-up","0","0","0","0","0","0"
206073,2606,"2014-08-29","10:00","Follow-up","0","0","0","0","0","0"
206076,172806,"2014-09-08","10:30","Follow-up","1","0","0","0","0","0"
206079,172809,"2014-09-08","10:40","Preoperational","0","0","0","0","0","0"
206083,5370,"2014-08-27","11:45","Routine","1","1","1","0","0","0"
404085,172808,"2014-09-09","11:19","CHANGE OF OWNERSHIP","2","1","0","0","0","0"
404089,4136,"2014-09-09","10:20","Routine","1","2","1","0","0","0"
404094,172808,"2014-09-11","21:54","Follow-up","0","0","0","0","0","0"
404095,172818,"2014-09-11","10:15","Preoperational","0","2","0","0","0","0"
404099,172821,"2014-09-11","10:45","Preoperational","0","1","0","0","0","0"
404100,6493,"2014-09-11","10:59","Complaint","2","7","0","0","1","0"
404102,3423,"2014-09-11","10:10","Routine","6","4","2","0","2","0"
404103,172801,"2014-09-11","11:45","Preoperational","0","0","0","0","0","0"
404106,147824,"2014-09-11","24:00","Follow-up","3","1","0","0","0","0"
404108,4443,"2014-09-11","24:00","Follow-up","2","0","0","2","0","0"
404109,4726,"2014-09-11","24:15","Routine","0","3","0","0","2","0"
404110,172804,"2014-09-11","24:30","Follow-up","0","0","0","0","0","0"
404113,1257,"2014-09-11","14:00","Follow-up","0","0","0","0","0","0"
404114,5614,"2014-09-11","13:45","Routine","1","3","1","0","1","0"
404115,172815,"2014-09-11","10:05","Preoperational","2","0","1","1","0","0"
404116,4385,"2014-09-11","11:00","Follow-up","0","0","0","0","0","0"
404117,147578,"2014-09-11","14:15","Follow-up","0","0","0","0","0","0"
404121,4102,"2014-09-11","13:25","Follow-up","1","0","0","1","0","0"
404122,5131,"2014-09-11","13:59","Routine","1","0","0","1","0","0"
404128,1269,"2014-09-11","10:20","Follow-up","0","2","0","0","0","0"
404131,172824,"2014-08-27","24:20","Routine","0","1","0","0","1","0"
404135,2486,"2014-09-12","10:20","Routine","1","0","1","0","0","0"
404137,172356,"2014-09-12","10:20","Routine","5","5","4","0","4","0"
404138,148216,"2014-09-12","10:16","Routine","9","7","6","0","3","0"
404139,1191,"2014-09-12","10:16","Complaint","2","2","2","0","0","0"
404140,2644,"2014-09-02","11:30","Routine","2","1","0","0","0","0"
404141,594,"2014-09-12","11:55","Routine","0","2","0","0","1","0"
404153,3760,"2014-09-12","24:37","Follow-up","0","0","0","0","0","0"
404155,172826,"2014-09-12","13:00","Preoperational","1","0","1","0","0","0"
404156,716,"2014-09-12","11:45","Routine","2","1","2","0","1","0"
404157,1199,"2014-09-12","13:52","Follow-up","1","0","0","1","0","0"
404162,172815,"2014-09-12","15:47","Follow-up","0","0","0","0","0","0"
404164,172806,"2014-09-12","17:00","Follow-up","1","0","0","0","0","0"
404167,1632,"2014-09-15","14:10","Routine","3","1","2","0","1","0"
404168,172703,"2014-09-15","13:45","Follow-up","0","0","0","0","0","0"
404169,172830,"2014-09-15","10:05","Ownership  change","1","1","0","1","0","1"
404171,172787,"2014-09-15","24:46","Preoperational","2","0","1","0","0","0"
404175,172820,"2014-09-12","10:40","Preoperational","0","4","0","0","0","0"
404177,147997,"2014-09-12","16:01","Preoperational","0","1","0","0","0","0"
404182,2840,"2014-09-04","11:00","Complaint","5","3","0","0","0","0"
404185,172835,"2014-09-16","12:16","Preoperational","1","4","1","0","4","0"
404186,172836,"2014-09-16","13:34","Preoperational","1","0","1","0","0","0"
404187,172837,"2014-09-16","14:30","Preoperational","1","2","1","0","2","0"
404190,172830,"2014-09-16","10:55","Follow-up","0","0","0","0","0","0"
404195,3706,"2014-09-12","14:25","Follow-up","0","0","0","0","0","0"
404197,172829,"2014-09-12","11:50","Change of Ownership","6","11","1","0","1","0"
404199,172386,"2014-09-16","16:07","Complaint","1","3","0","1","1","2"
404200,3798,"2014-09-12","10:55","Routine","3","4","2","0","0","0"
404201,172787,"2014-09-16","14:24","Follow-up","0","0","0","0","0","0"
404202,2720,"2014-09-15","11:34","Follow-up","1","1","1","0","1","0"
404220,5351,"2014-09-08","24:25","Routine","5","5","0","0","0","0"
